Image,actual_label,predicted_label,generated_caption,Description
Polymixia fusca_Sp6_R (8).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Polymixia fusca_Sp6_R (9).tif,Polymixia fusca,Polymixia fusca,"Type: Sagittal. Side: Right otolith. Shape: approximately pentagonal, lobed dorsal and sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. anterior region: angled to double-peaked, rostrum short, broad, round to slightly flattened; antirostrum peaked; excisura wide with wide, shallow notch. Posterior region: angled.","Type: Sagittal, Side: Right otolith. Shape: approximately pentagonal, lobed to dendate dorsal and sinuate ventral margins.Sulcus acusticus: heterosulcoid, ostial, median. Ostium: Funnel-like, shorter than cauda. Cauda: tubular, markedly curved, ending close to the postero- ventral margin. Anterior region: angled to blunt; rostrum short, broad, round to slightly flattened; antirostrum angled to blunt; excisura wide with shallow acute notch. Posterior region: blunt to round"
Psenopsis sp_Sp4_R (10).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (11).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (12).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (13).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (14).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (15).tif,Psenopsis sp,Satyrichthys laticeps,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: angled, rostrum and antirostrum poorly defined. Posterior region: slightly double peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (5).tif,Psenopsis sp,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, crenate to lobbed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: angled to irregular, rostrum and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (6).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal to fusiform, lobed to crenate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (7).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (8).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
Psenopsis sp_Sp4_R (9).tif,Psenopsis sp,Psenopsis sp,"Type: Sagittal. Side: Right otolith. Shape: Hexagonal, crenate to lobed dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: peaked, rostrum blunt and antirostrum peaked,  excisura narrow with shallow, acute notch. Posterior region: round to peaked.","Type: Sagittal. Side: Right otolith. Shape: Hexagonal, lobed dorsal and lobed ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, slightly curved. Anterior region: blunt to round, rostrum blunt and antirostrum blunt to poorly defined,  excisura narrow with shallow, wide notch. Posterior region: double-peaked."
AE25R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla arabica,"Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double peaked, rostrum blunt and antirostrum pointed, excisura moderately narrow with wide notch. Posterior region: round.","Type: Sagittal. Side: Right otolith. Shape: discoidal, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch. Posterior region: round."
AE41R 1.6X.tif,Pterygotrigla arabica,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum angled, excisura wide with acute deep notch. Posterior region: double-peaked."
AE42 1.6XDORSAL3.tif,Pterygotrigla arabica,Pterygotrigla macrorhynchus,"Type: Sagittal. Side: Right otolith. Shape: Hour-glass, entire dorsal and entire to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostio-caudal, median. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum angled antirostrum angled, excisura moderately wide with moderately wide acute notch. Posterior region:  double-peaked.","Type: Sagittal. Side: Right otolith. Shape: discoidal to hour-glass, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, supramedian. Ostium: Funnel-like. Cauda: tubular, straight. Anterior region: double-peaked, rostrum peaked and antirostrum peaked, excisura wide with acute deep notch. Posterior region: double-peaked."
