image_path,actual_label,predicted_label,generated_caption
/home/reshma/Otolith/captioning/otolith/OOD_final/Species4/R_sp4_Image002.jpg,Species4,Uranoscopus sp,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum poorly defined, notch absent. Posterior region: peaked to round.
Class detected:Uranoscopus sp"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species4/R_sp4_Image003.jpg,Species4,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species4/R_sp4_Image004.jpg,Species4,Uranoscopus sp,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins, Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular. Cauda: tubular, straight. Anterior region: peaked, rostrum and antirostrum poorly defined, notch absent. Posterior region: round to blunt.
Class detected:Uranoscopus sp"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species4/R_sp4_Image005.jpg,Species4,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species4/R_sp4_Image006.jpg,Species4,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, no excisura and no notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image001.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, sinuate to lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura shallow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image002.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire ventral margins. Sulcus acusticus: heterosulcoid, ostial, inframedian. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, no excisura and no notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image003.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt to poorly defined, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image004.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, rostrum blunt and antirostrum poorly developed, no excisura and no notch. Posterior region: blunt to round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image005.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt to poorly developed, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image006.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image007.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image008.jpg,Species5,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate to crenate dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, straight. Anterior region: angled to round, rostrum and antirostrum blunt, excisura wide with poorly defined notch. Posterior region: irregular.
Class detected:Minous dempsterae"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image009.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image010.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image011.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt to poorly developed, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image012.jpg,Species5,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: round.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/L_sp5_Image013.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image001.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image002.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image003.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep acute notch. Posterior region: irregular.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image004.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, crenate to irregular dorsal and serrate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt to poorly defined, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image005.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura short with acute, shallow notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image006.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked to round, rostrum blunt and antirostrum blunt to poorly defined, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image007.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura narrow with deep, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image008.jpg,Species5,Minous dempsterae,"Type: Sagittal. Side: Right otolith. Shape: elliptical, sinuate to crenate dorsal and sinuate to crenate ventral margins. Posterior region: angled.
Class detected:Minous dempsterae"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image009.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with wide, shallow notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image010.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt to poorly developed, excisura narrow with shallow, acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image011.jpg,Species5,Brachypterois serrulata,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum poorly defined, notch absent. Posterior region: round.
Class detected:Brachypterois serrulata"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image012.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide and shallow, acute notch. Posterior region: round.
Class detected:Dactyloptena orientalis"
/home/reshma/Otolith/captioning/otolith/OOD_final/Species5/R_sp5_Image013.jpg,Species5,Dactyloptena orientalis,"Type: Sagittal. Side: Right otolith. Shape: oval, lobed to irregular dorsal and sinuate to crenate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: tubular, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: peaked, rostrum blunt and antirostrum blunt, excisura wide with deep acute notch. Posterior region: blunt.
Class detected:Dactyloptena orientalis"
